Variable,Country,Correlation
rlgdgr,FI,0.10274095848377521
wkhtot,FI,0.04430354605238118
nwspol,FI,-0.011678431050258136
netusoft,FI,-0.009902310990268925
netustm,FI,-0.07655824356621566
pplfair,FI,0.23346666542659933
pplhlp,FI,0.19121962346005744
polintr,FI,-0.03799545724118359
psppsgva,FI,0.11819590471874583
actrolga,FI,0.0887223298945949
psppipla,FI,0.1404333603195512
cptppola,FI,0.12091715888819876
trstlgl,FI,0.24683360942632132
trstplt,FI,0.2237027178245215
trstprt,FI,0.21816430075596296
trstep,FI,0.15319247461863802
trstun,FI,0.09912867308919074
vote,FI,-0.15015877821613702
contplt,FI,-0.036715178159917004
donprty,FI,0.0029991136711520596
sgnptit,FI,0.028627846559940214
pbldmna,FI,0.0421601990854033
bctprd,FI,-0.05554171942280242
pstplonl,FI,0.06426512319293134
volunfp,FI,-0.0926807854536601
lrscale,FI,0.21415365787100504
stfeco,FI,0.3260157220877094
stfgov,FI,0.2764465768771926
stfdem,FI,0.23361004337071886
stfedu,FI,0.15984131208571092
stfhlth,FI,0.23228281308229776
gincdif,FI,0.09563077307052992
freehms,FI,-0.035667844790073386
hmsfmlsh,FI,0.05514686582591231
hmsacld,FI,-0.014923569083458344
euftf,FI,0.0672424863752413
lrnobed,FI,-0.02889116940613207
imsmetn,FI,-0.022683230214151532
imdfetn,FI,-0.005143481634536133
impcntr,FI,0.002160686186881135
imbgeco,FI,0.09474229661151069
imueclt,FI,0.0625190890057204
imwbcnt,FI,0.09509239935766796
happy,FI,0.7570950502713407
inprdsc,FI,0.13851841398616166
sclact,FI,0.1815981661058356
crmvct,FI,0.09108954960338843
aesfdrk,FI,-0.13239180655160288
hlthhmp,FI,0.2979331365865396
atchctr,FI,0.20950395510496297
rlgblg,FI,-0.07750017283609274
rlgatnd,FI,-0.10177872454014016
pray,FI,-0.056765720413047664
dscrgrp,FI,0.17161381194415862
dscrrce,FI,-0.026341948111013338
dscrage,FI,-0.12025014498730327
dscrgnd,FI,-0.0562102917323754
dscrntn,FI,-0.03108651951107197
dscretn,FI,-0.02871195829266509
dscrdk,FI,
dscrref,FI,-0.01496257567839787
dscrnap,FI,0.170492728161182
dscrsex,FI,-0.09739963478756733
ctzcntr,FI,-0.025661786096354274
brncntr,FI,-0.026210763900255618
livecnta,FI,-0.1665761003865527
feethngr,FI,0.004516505494129661
ccnthum,FI,-0.01591336572969217
ccrdprs,FI,0.07026529993754116
wrclmch,FI,0.006315180445700061
vteurmmb,FI,-0.049220023109455203
vteubcmb,FI,
ctrlife,FI,0.47900767783556225
etfruit,FI,-0.1398943534671753
eatveg,FI,-0.11184423981083406
dosprt,FI,0.12913748666295585
cgtsmok,FI,0.10889415530024042
alcfreq,FI,-0.0606936635062953
alcbnge,FI,0.04765268777954189
height,FI,0.0013604734961207795
weighta,FI,-0.047800795995053776
icgndra,FI,0.010675416199322434
medtrnp,FI,-0.0877108726017802
medtrnt,FI,-0.08323389463702119
medtroc,FI,-0.08825085079411996
medtrnl,FI,-0.08430397380776095
medtrwl,FI,-0.10927970838787998
medtrna,FI,
hlpfmly,FI,-0.019311557408840586
hlpfmhr,FI,0.03084069851833675
trhltacu,FI,0.010238759053106951
trhltacp,FI,-0.023000867021019958
trhltcm,FI,-0.027555977594845703
trhltch,FI,0.0006576498768838092
trhltos,FI,0.014244394922572907
trhltho,FI,-0.007933989557497355
trhltht,FI,-0.03977827154808752
trhlthy,FI,-0.06639680595689088
trhltmt,FI,0.049935235550687504
trhltpt,FI,-0.01665910766784184
trhltre,FI,0.04002656805983942
trhltsh,FI,-0.0010732787662150057
fltdpr,FI,-0.475830093087649
flteeff,FI,-0.3484814793717796
slprl,FI,-0.24163497875296217
wrhpp,FI,0.5330555001343136
fltlnl,FI,-0.3461585901370815
enjlf,FI,0.49470860366411423
fltsd,FI,-0.2986344090773899
cldgng,FI,-0.25065132883074087
hltprhc,FI,-0.03811410999698083
hltprhb,FI,0.025121357812964117
hltprbp,FI,-0.12401449938135337
hltpral,FI,-0.05912754038366047
hltprbn,FI,-0.08374632712276701
hltprpa,FI,-0.046894005373582646
hltprpf,FI,-0.0909186935453653
hltprsd,FI,-0.0999149331812628
hltprsc,FI,-0.06742315217370423
hltprsh,FI,-0.0829398547455048
hltprdi,FI,-0.009478051181223109
hltprnt,FI,0.08452046902790895
hltphhc,FI,-0.05199176197724206
hltphhb,FI,-0.06077155454594077
hltphbp,FI,-0.11153158279247616
hltphal,FI,-0.08491729948288397
hltphbn,FI,-0.11038562243634367
hltphpa,FI,-0.049327131137944735
hltphpf,FI,-0.11544279368151246
hltphsd,FI,-0.090957068713774
hltphsc,FI,-0.04327336690688986
hltphsh,FI,-0.08076208754815932
hltphdi,FI,-0.04661778253110239
hltphnt,FI,0.12165978596587168
hltphnap,FI,0.07842410176039515
hltphref,FI,
hltphdk,FI,
hltphna,FI,
hltprca,FI,-0.0009136031369416548
cancfre,FI,-0.11041187496665102
cnfpplh,FI,0.1220041192737289
fnsdfml,FI,0.08563570882243332
jbexpvi,FI,-0.08449316494856099
jbexpti,FI,-0.07866786483004198
jbexpml,FI,0.012919666854272392
jbexpmc,FI,-0.08163859331609909
jbexevl,FI,-0.04036742203537756
jbexevh,FI,-0.05511726688536296
jbexevc,FI,-0.09114525625385812
jbexera,FI,0.012745270359023824
jbexecp,FI,-0.05795103735667675
jbexebs,FI,-0.03801644916322817
likrisk,FI,0.11084520917514436
liklead,FI,0.09527075975811972
sothnds,FI,0.10850627636558106
actcomp,FI,0.16437721080715767
mascfel,FI,-0.01823622614208503
femifel,FI,0.040381385076698965
impbemw,FI,0.07852897634943466
trmedmw,FI,0.13107856479239396
trwrkmw,FI,0.09212985208257392
trplcmw,FI,0.09317064954321459
trmdcnt,FI,0.08998147813708987
trwkcnt,FI,0.0257165547874423
trplcnt,FI,0.03605572573802244
eqwrkbg,FI,0.08069606512920505
eqpolbg,FI,0.07212625199863543
eqmgmbg,FI,0.07766970698608067
eqpaybg,FI,0.08497554022049467
eqparep,FI,0.05297732723364214
eqparlv,FI,0.007073837702777699
freinsw,FI,-0.02612630348009011
fineqpy,FI,0.0006091514375153544
wlespdm,FI,-0.03503815586814729
hhmmb,FI,0.0757705501034599
gndr,FI,0.03378220097533713
yrbrn,FI,-0.0834431924593075
rshpsts,FI,-0.10268780124080076
dvrcdeva,FI,0.006904467219154177
chldhhe,FI,-0.1689870061662519
domicil,FI,0.011690281745728929
paccmoro,FI,-0.09609793998191017
paccdwlr,FI,-0.07752036035331449
pacclift,FI,-0.05363889166859986
paccnbsh,FI,-0.021167058506099994
paccocrw,FI,-0.009774768245774565
paccxhoc,FI,-0.15714240086687173
paccnois,FI,-0.08813069725349885
paccinro,FI,-0.06791201749907892
eisced,FI,0.08587014264388143
pdwrk,FI,0.08750604710881545
edctn,FI,-0.04625486166340161
uempli,FI,-0.0442604599769884
dsbld,FI,-0.17434206405307803
rtrd,FI,0.029272250914568462
hswrk,FI,0.016688505466491674
mainact,FI,-0.11786006228145907
pdjobev,FI,-0.07069894065407176
pdjobyr,FI,-0.003233247805452086
emplrel,FI,0.014699547141209043
wrkctra,FI,-0.0775024454172894
jbspv,FI,-0.04289575980375963
wkdcorga,FI,0.1658262831244963
iorgact,FI,0.12525259914321232
wkhct,FI,0.039258722037790086
tporgwk,FI,-0.07629580355150825
eiscedf,FI,-0.0041998326418042475
emprelp,FI,-0.015772033052723487
wkhtotp,FI,0.06825243483612864
emprf14,FI,0.026306529742244178
occf14b,FI,-0.013753985928378233
eiscedm,FI,-0.03737404746727426
emprm14,FI,0.010384895394035023
occm14b,FI,0.016453347683786434
atncrse,FI,-0.054409688228253615
ipcrtiva,FI,-0.018270649457709818
impricha,FI,0.05015006322672594
ipeqopta,FI,-0.007369530729017392
ipshabta,FI,0.0758079471625795
impsafea,FI,-0.02706745727412025
impdiffa,FI,-0.0761575474707609
ipfrulea,FI,-0.028112235832069163
ipudrsta,FI,-0.0018008107880001442
ipmodsta,FI,0.04800914352678454
ipgdtima,FI,-0.04789115480674324
impfreea,FI,0.01289917978787963
iphlppla,FI,-0.06948689736194955
ipsucesa,FI,0.026632506488604275
ipstrgva,FI,-0.03338875955713629
ipadvnta,FI,0.013519880297518464
ipbhprpa,FI,-0.04824352542288643
iprspota,FI,0.026228291263442855
iplylfra,FI,-0.008908912685218958
impenva,FI,-0.06487112018356869
imptrada,FI,-0.06274289528517041
impfuna,FI,-0.08739554809551146
respc19a,FI,-0.026354763121392268
symtc19,FI,0.021495084227702008
symtnc19,FI,0.11974832016745326
hinctnta,FR,0.33939112844974073
ppltrst,FR,0.21575510820577973
sclmeet,FR,0.12318796288710564
health,FR,-0.23462409276619725
eduyrs,FR,0.16580799161477905
uempla,FR,-0.07737494129866532
marsts,FR,0.14702236691504966
agea,FR,-0.08943895623015519
trstplc,FR,0.22293500740007843
trstprl,FR,0.22256508456348062
rlgdgr,FR,-0.0028504768565759623
wkhtot,FR,0.034994174638343346
nwspol,FR,-0.03665924964594577
netusoft,FR,0.15993415194698768
netustm,FR,0.017354204419112968
pplfair,FR,0.22553702349411067
pplhlp,FR,0.1977096736867371
polintr,FR,-0.0959767135131776
psppsgva,FR,0.14955911044842704
actrolga,FR,0.11686737556723645
psppipla,FR,0.16491004508669335
cptppola,FR,0.13359850713947188
trstlgl,FR,0.2502273122057687
trstplt,FR,0.17804205179010357
trstprt,FR,0.1894611720216441
trstep,FR,0.2495815978135528
trstun,FR,0.22960012793318932
vote,FR,-0.08190777913083071
contplt,FR,-0.023409043764573364
donprty,FR,-0.04105251043200157
sgnptit,FR,-0.026057871377765027
pbldmna,FR,0.004213695134616486
bctprd,FR,-0.03328960087356306
pstplonl,FR,0.05152971037171208
volunfp,FR,-0.12683647482457477
lrscale,FR,0.07882864188480679
stfeco,FR,0.3714113821669943
stfgov,FR,0.31131464022057886
stfdem,FR,0.2904614897423708
stfedu,FR,0.21428619815464298
stfhlth,FR,0.17805828968503107
gincdif,FR,0.10935426928689149
freehms,FR,-0.0712214563479751
hmsfmlsh,FR,0.0854058918263316
hmsacld,FR,-0.10277016173074269
euftf,FR,0.18206819079517134
lrnobed,FR,0.06686397922965225
imsmetn,FR,-0.17132426427721412
imdfetn,FR,-0.1438621997096769
impcntr,FR,-0.12697734655460902
imbgeco,FR,0.19877583210210362
imueclt,FR,0.13624068786017396
imwbcnt,FR,0.12196711672231175
happy,FR,0.6280056569440938
inprdsc,FR,0.13178286160147434
sclact,FR,0.1880229271578216
crmvct,FR,0.03594158248046472
aesfdrk,FR,-0.20338039269903946
hlthhmp,FR,0.18553711948703117
atchctr,FR,0.14346391605896067
rlgblg,FR,-0.008886501754631524
rlgatnd,FR,-0.01952128211124789
pray,FR,0.016212225030092238
dscrgrp,FR,0.08033664908682726
dscrrce,FR,-0.08407627935257887
dscrage,FR,-0.03427521790956491
dscrgnd,FR,0.005218996768997815
dscrntn,FR,-0.05334895887391034
dscretn,FR,-0.014670195614580231
dscrdk,FR,-0.025969671889440053
dscrref,FR,
dscrnap,FR,0.07788564204469717
dscrsex,FR,-0.044548680501537846
ctzcntr,FR,-0.012373195786621022
brncntr,FR,-0.009779270098087886
livecnta,FR,-0.0022487205764633055
feethngr,FR,-0.11816654282992847
ccnthum,FR,0.04755901773625689
ccrdprs,FR,0.15444033750700564
wrclmch,FR,0.03854051778456283
vteurmmb,FR,-0.21571875605036026
vteubcmb,FR,
ctrlife,FR,0.3714866763115957
etfruit,FR,-0.05749446070343272
eatveg,FR,-0.102498589468379
dosprt,FR,0.05034916895718722
cgtsmok,FR,0.11954218832057578
alcfreq,FR,-0.0704765562671512
alcbnge,FR,-0.08247296589634354
height,FR,0.055799845755750976
weighta,FR,-0.025741619837563373
icgndra,FR,-0.046625313091203345
medtrnp,FR,-0.06377037542666619
medtrnt,FR,-0.012747868907872276
medtroc,FR,0.011083300509417526
medtrnl,FR,-0.010152309577047847
medtrwl,FR,-0.032139547461568656
medtrna,FR,
hlpfmly,FR,0.044862397122095846
hlpfmhr,FR,0.07216206505774518
trhltacu,FR,0.016557790979020225
trhltacp,FR,0.0342170175621717
trhltcm,FR,0.0008988928519618037
trhltch,FR,0.025556257466256643
trhltos,FR,0.0976866556621833
trhltho,FR,0.023209011326437965
trhltht,FR,0.028375806648091452
trhlthy,FR,0.005306195674552123
trhltmt,FR,0.013040271562712442
trhltpt,FR,-0.013326038894652819
trhltre,FR,-0.011703504136292908
trhltsh,FR,0.007898831413540475
fltdpr,FR,-0.34704016899188633
flteeff,FR,-0.2332231408024708
slprl,FR,-0.1784790748035398
wrhpp,FR,0.3739693806569855
fltlnl,FR,-0.27939378416640337
enjlf,FR,0.351101601833094
fltsd,FR,-0.3079501057451027
cldgng,FR,-0.2446208284291508
hltprhc,FR,-0.03695131817837056
hltprhb,FR,-0.06742105821108474
hltprbp,FR,-0.0703300844977111
hltpral,FR,0.02826222335432527
hltprbn,FR,-0.056655993523948574
hltprpa,FR,-0.09603422121766135
hltprpf,FR,-0.07253147709315245
hltprsd,FR,-0.07793480903694719
hltprsc,FR,-0.047777694737715475
hltprsh,FR,-0.03154398851870439
hltprdi,FR,-0.08029982570160679
hltprnt,FR,0.04667672201599307
hltphhc,FR,-0.06660410851365248
hltphhb,FR,-0.03269348884485005
hltphbp,FR,-0.04900250204767434
hltphal,FR,0.031077718385240847
hltphbn,FR,-0.06961088113545266
hltphpa,FR,-0.10301810389186689
hltphpf,FR,-0.05610913206583623
hltphsd,FR,-0.07676377208385385
hltphsc,FR,-0.028984749546013048
hltphsh,FR,-0.02916595277628176
hltphdi,FR,-0.040728326983581774
hltphnt,FR,0.0803638142930727
hltphnap,FR,0.030337689449789502
hltphref,FR,
hltphdk,FR,
hltphna,FR,0.010864385866861287
hltprca,FR,0.03239398436554029
cancfre,FR,-0.15050334563176
cnfpplh,FR,0.11015072604112146
fnsdfml,FR,0.18716612364384994
jbexpvi,FR,-0.08585383878101419
jbexpti,FR,-0.1047627542395864
jbexpml,FR,-0.03629366983764117
jbexpmc,FR,-0.12888170555659909
jbexevl,FR,-0.05873713473795094
jbexevh,FR,-0.07634741439701584
jbexevc,FR,-0.10056898400254718
jbexera,FR,0.006491093829816351
jbexecp,FR,-0.0492175570475299
jbexebs,FR,-0.06597347963151207
likrisk,FR,0.06332610289310721
liklead,FR,0.13814690132048815
sothnds,FR,0.0008908577656467857
actcomp,FR,0.028906873917340387
mascfel,FR,0.03304404585275022
femifel,FR,-0.01637300790460821
impbemw,FR,-0.04328508149465942
trmedmw,FR,0.012736775050102832
trwrkmw,FR,0.06539823554215443
trplcmw,FR,0.09053018497620606
trmdcnt,FR,0.030907126435632305
trwkcnt,FR,-0.03096896040746296
trplcnt,FR,-0.043949402365733144
eqwrkbg,FR,0.11601975652881302
eqpolbg,FR,0.12856172868659582
eqmgmbg,FR,0.12916061976079712
eqpaybg,FR,0.12330051131313463
eqparep,FR,0.03189313446282195
eqparlv,FR,0.03619750837253731
freinsw,FR,-0.03613779673628803
fineqpy,FR,-0.030426210370148803
wlespdm,FR,0.02535108709766029
hhmmb,FR,0.14243244953262468
gndr,FR,-0.03168860043231453
yrbrn,FR,0.08922177817066039
rshpsts,FR,-0.0361728050876815
dvrcdeva,FR,0.09946400559702312
chldhhe,FR,0.05455098789446325
domicil,FR,0.03642014041513288
paccmoro,FR,-0.07448166374802216
paccdwlr,FR,-0.06832148232600675
pacclift,FR,
paccnbsh,FR,-0.07524926844008509
paccocrw,FR,-0.02687400516384257
paccxhoc,FR,-0.13291417961599156
paccnois,FR,-0.08825890506215542
paccinro,FR,-0.040080441072634906
eisced,FR,0.19320666880165702
pdwrk,FR,0.07947597348595645
edctn,FR,0.03584473999997344
uempli,FR,-0.07598344821540734
dsbld,FR,-0.08480669857841543
rtrd,FR,-0.03552594122817129
hswrk,FR,0.05853610286529815
mainact,FR,0.12697797818247494
pdjobev,FR,0.042515242178312734
pdjobyr,FR,0.02241243093172814
emplrel,FR,0.05252103529997079
wrkctra,FR,-0.02277053007750617
jbspv,FR,-0.03808555043727752
wkdcorga,FR,0.18839424095859775
iorgact,FR,0.13055597438180824
wkhct,FR,0.0027352729013268478
tporgwk,FR,0.042965431219542945
eiscedf,FR,0.11240379352834472
emprelp,FR,0.04349038578599616
wkhtotp,FR,0.010317399335296778
emprf14,FR,-0.06937207513384136
occf14b,FR,-0.07093130460411996
eiscedm,FR,0.150717479465054
emprm14,FR,-0.08177906330556692
occm14b,FR,-0.0911076135701869
atncrse,FR,-0.0962023616766963
ipcrtiva,FR,-0.03510933581602026
impricha,FR,0.0018727434301211677
ipeqopta,FR,-0.042264165021703215
ipshabta,FR,0.019107343905351893
impsafea,FR,0.06391904588903077
impdiffa,FR,-0.031227768838380188
ipfrulea,FR,0.007597084066243901
ipudrsta,FR,-0.03615382062177699
ipmodsta,FR,-0.004730956506593477
ipgdtima,FR,-0.1409900619231347
impfreea,FR,0.008874255071665182
iphlppla,FR,0.00518111817283885
ipsucesa,FR,0.0175705286125131
ipstrgva,FR,0.0275977379716497
ipadvnta,FR,-0.06102831928511976
ipbhprpa,FR,-0.00029252288685802195
iprspota,FR,0.012213049006055644
iplylfra,FR,-0.010219960800952586
impenva,FR,-0.024294208762591727
imptrada,FR,0.06620332006360916
impfuna,FR,-0.0743752104403798
respc19a,FR,-0.09670355881508798
symtc19,FR,0.07651497142690845
symtnc19,FR,0.11961085244447785
hinctnta,GB,0.17058330403777575
ppltrst,GB,0.20161778392863272
sclmeet,GB,0.1762956409291342
health,GB,-0.32290698102462384
eduyrs,GB,0.07394075395399441
uempla,GB,-0.04071234821671899
marsts,GB,-0.010041726275780047
agea,GB,0.06920721048513738
trstplc,GB,0.2645801482821579
trstprl,GB,0.2398214047805882
rlgdgr,GB,0.05941666669768917
wkhtot,GB,-0.006517480753041034
nwspol,GB,-0.048671642215330185
netusoft,GB,7.595304365526055e-06
netustm,GB,-0.08717625190243206
pplfair,GB,0.19006428244028473
pplhlp,GB,0.16549484460531322
polintr,GB,-0.0680880447494473
psppsgva,GB,0.20148697106265873
actrolga,GB,0.12774949630961283
psppipla,GB,0.20152652794364645
cptppola,GB,0.06978787300426147
trstlgl,GB,0.2795484473032439
trstplt,GB,0.2537160327255365
trstprt,GB,0.23489578453063242
trstep,GB,0.1152164508234618
trstun,GB,0.13956409360467273
vote,GB,-0.11368185211536423
contplt,GB,0.005609462343075468
donprty,GB,-0.03430174042448282
sgnptit,GB,-0.012552282061282227
pbldmna,GB,0.036598673327524346
bctprd,GB,0.0048944217904915285
pstplonl,GB,0.07685987796021322
volunfp,GB,-0.04493257141162238
lrscale,GB,0.12577492144195618
stfeco,GB,0.314093129247233
stfgov,GB,0.2767573832786598
stfdem,GB,0.29217309670186176
stfedu,GB,0.22184451976963476
stfhlth,GB,0.21167298643931218
gincdif,GB,0.15942015508671686
freehms,GB,-0.02408036040025601
hmsfmlsh,GB,0.045704432517611936
hmsacld,GB,0.048744892059741286
euftf,GB,-0.06355827684423622
lrnobed,GB,-0.03841507773602456
imsmetn,GB,-0.06255588440351795
imdfetn,GB,-0.07022895781533994
impcntr,GB,-0.0373320358891225
imbgeco,GB,0.11397861734679657
imueclt,GB,0.08635623465145968
imwbcnt,GB,0.11497341496341258
happy,GB,0.6866434597142459
inprdsc,GB,0.14763500624088627
sclact,GB,0.16920235432268965
crmvct,GB,0.10964246335391699
aesfdrk,GB,-0.13626166610694568
hlthhmp,GB,0.25838814715310154
atchctr,GB,0.21168914101267036
rlgblg,GB,-0.04453059667740544
rlgatnd,GB,-0.07197933263362923
pray,GB,-0.01751266562951501
dscrgrp,GB,0.06457224731510788
dscrrce,GB,-0.038376598799700956
dscrage,GB,-0.007343074769584286
dscrgnd,GB,-0.007059689450767585
dscrntn,GB,-0.0032807443589385143
dscretn,GB,-0.015586666825452825
dscrdk,GB,-0.004666175517401877
dscrref,GB,
dscrnap,GB,0.0630061642688157
dscrsex,GB,-0.048940787394654406
ctzcntr,GB,0.026940000248938552
brncntr,GB,0.0518252895686891
livecnta,GB,0.00807200880509232
feethngr,GB,-0.0698747623832859
ccnthum,GB,-0.03403708108757533
ccrdprs,GB,0.08888175617887532
wrclmch,GB,-0.016223949005768797
vteurmmb,GB,
vteubcmb,GB,0.07788756718465578
ctrlife,GB,0.5123825791540696
etfruit,GB,-0.13806303921297725
eatveg,GB,-0.1546258794906955
dosprt,GB,0.12545000721234467
cgtsmok,GB,0.15277389596549032
alcfreq,GB,-0.09158356529827714
alcbnge,GB,-0.015652187661576056
height,GB,0.0068308551026832415
weighta,GB,-0.0033129485808922913
icgndra,GB,-0.017005149706533475
medtrnp,GB,-0.0666837950365204
medtrnt,GB,-0.04338621376910347
medtroc,GB,-0.028099328117105526
medtrnl,GB,-0.05717463138559316
medtrwl,GB,-0.10516472033053967
medtrna,GB,
hlpfmly,GB,0.04407243290475674
hlpfmhr,GB,0.04037732830221774
trhltacu,GB,0.03177980477974096
trhltacp,GB,-0.019914617845424355
trhltcm,GB,0.0005260278633212307
trhltch,GB,0.008952299083311124
trhltos,GB,-0.007970999519079086
trhltho,GB,0.017790441060536687
trhltht,GB,-0.023461319110758716
trhlthy,GB,-0.02351691094701856
trhltmt,GB,0.02167587828986915
trhltpt,GB,0.04120333393060646
trhltre,GB,-0.03143131153136616
trhltsh,GB,-0.03780537110383783
fltdpr,GB,-0.3727794371876086
flteeff,GB,-0.3553626409556989
slprl,GB,-0.2722124965876388
wrhpp,GB,0.39834383840185755
fltlnl,GB,-0.3286179609410331
enjlf,GB,0.4082836201118562
fltsd,GB,-0.3732334146876845
cldgng,GB,-0.33395914912724045
hltprhc,GB,-0.055462367163137315
hltprhb,GB,0.004880408055664254
hltprbp,GB,-0.10157278247906187
hltpral,GB,-0.025931047595513304
hltprbn,GB,-0.06334915688769185
hltprpa,GB,-0.10000390318891066
hltprpf,GB,-0.08166665495789095
hltprsd,GB,-0.10029371958908057
hltprsc,GB,-0.0886394557968508
hltprsh,GB,-0.08913266192609762
hltprdi,GB,-0.048955481597387475
hltprnt,GB,0.0379290166592014
hltphhc,GB,-0.07513273230985586
hltphhb,GB,-0.06765925784660318
hltphbp,GB,-0.10134423364992459
hltphal,GB,-0.03927845522842645
hltphbn,GB,-0.06288221960214294
hltphpa,GB,-0.11149344941750446
hltphpf,GB,-0.08742620230973168
hltphsd,GB,-0.11989446625432411
hltphsc,GB,-0.09025979119313578
hltphsh,GB,-0.06212146898796105
hltphdi,GB,-0.09371017857547195
hltphnt,GB,0.10371790459889658
hltphnap,GB,0.028564056138230882
hltphref,GB,-0.015732353707823225
hltphdk,GB,-0.015732353707823225
hltphna,GB,
hltprca,GB,0.040855856300140665
cancfre,GB,-0.16306217206753373
cnfpplh,GB,0.1302799263046548
fnsdfml,GB,0.17727617590034409
jbexpvi,GB,-0.07251050610346421
jbexpti,GB,-0.0880415387210124
jbexpml,GB,-0.04255120397588128
jbexpmc,GB,-0.06549027137590153
jbexevl,GB,-0.07278489371079602
jbexevh,GB,-0.060152689543617056
jbexevc,GB,-0.06284119895939998
jbexera,GB,0.01919522226485399
jbexecp,GB,-0.06909241563643224
jbexebs,GB,-0.07474179722090588
likrisk,GB,0.086215008236267
liklead,GB,0.08538955898581956
sothnds,GB,0.03357848429872805
actcomp,GB,0.03860185923534102
mascfel,GB,0.045976609212131064
femifel,GB,-0.016016592457679727
impbemw,GB,0.04565947625426539
trmedmw,GB,0.06856758431795805
trwrkmw,GB,0.025243397972615517
trplcmw,GB,0.03722881538665979
trmdcnt,GB,0.07700931329435018
trwkcnt,GB,0.005701557926292496
trplcnt,GB,0.08113917795501971
eqwrkbg,GB,0.0530689471009947
eqpolbg,GB,0.06574273255785378
eqmgmbg,GB,0.05244616420848425
eqpaybg,GB,0.07702855886871432
eqparep,GB,0.06855036410440993
eqparlv,GB,0.05235243963629096
freinsw,GB,0.02543233061776985
fineqpy,GB,0.035432709479343204
wlespdm,GB,-0.06502431027195502
hhmmb,GB,0.07467766151635215
gndr,GB,-0.029070087402761118
yrbrn,GB,-0.06923930605548033
rshpsts,GB,-0.11677765398005711
dvrcdeva,GB,0.018465166700556954
chldhhe,GB,-0.10472689672677986
domicil,GB,0.029370046912341047
paccmoro,GB,-0.10687806143093963
paccdwlr,GB,-0.09453695267591732
pacclift,GB,0.0006329653079228221
paccnbsh,GB,0.023172201774002015
paccocrw,GB,0.01072572643864392
paccxhoc,GB,-0.07433851363905064
paccnois,GB,-0.1529237933699997
paccinro,GB,-0.1054020419899971
eisced,GB,0.09596517544808066
pdwrk,GB,0.042087857565459366
edctn,GB,0.034529983850078855
uempli,GB,-0.09373374305079837
dsbld,GB,-0.2249504826085956
rtrd,GB,0.11104734368985286
hswrk,GB,0.015188735993911682
mainact,GB,0.009482660676827731
pdjobev,GB,-0.08322975262412817
pdjobyr,GB,-0.008431670987320134
emplrel,GB,0.0661186199211885
wrkctra,GB,-0.020000928024019482
jbspv,GB,-0.05323360683826656
wkdcorga,GB,0.15129977637611758
iorgact,GB,0.13222021203692724
wkhct,GB,-0.0031485397008819095
tporgwk,GB,-0.015309602005188406
eiscedf,GB,0.030725869627167356
emprelp,GB,0.04804469839820851
wkhtotp,GB,-0.06314906281839802
emprf14,GB,-0.0215631860095457
occf14b,GB,-0.09024672909522331
eiscedm,GB,0.06011083739193622
emprm14,GB,-0.012709924554077235
occm14b,GB,-0.09415911998047047
atncrse,GB,-0.028205519130964564
ipcrtiva,GB,-0.07248153278797655
impricha,GB,-0.00020357474478743
ipeqopta,GB,-0.021204491273365128
ipshabta,GB,0.0006231074592513617
impsafea,GB,-0.021774677731709997
impdiffa,GB,-0.07240979461214878
ipfrulea,GB,-0.050362359958419305
ipudrsta,GB,-0.06885691639590102
ipmodsta,GB,-0.021175823156446
ipgdtima,GB,-0.07974685996112799
impfreea,GB,-0.02926820908848501
iphlppla,GB,-0.03814405853238812
ipsucesa,GB,-0.050238121593334906
ipstrgva,GB,-0.05557958004136787
ipadvnta,GB,-0.08022774731025382
ipbhprpa,GB,-0.020433335135788235
iprspota,GB,-0.033754017957261157
iplylfra,GB,-0.03542929657148629
impenva,GB,-0.020872687094752387
imptrada,GB,-0.04882887612452321
impfuna,GB,-0.12376759279214826
respc19a,GB,-0.06980752330165664
symtc19,GB,0.05924837840307805
symtnc19,GB,0.14227020643461083
hinctnta,GR,0.12553849530450537
ppltrst,GR,0.17522218196284092
sclmeet,GR,0.25925062481914984
health,GR,-0.22975997120625358
eduyrs,GR,0.10723493850190677
uempla,GR,-0.02428618340691167
marsts,GR,0.11348707359700795
agea,GR,-0.1387376068987422
trstplc,GR,0.31244233282847167
trstprl,GR,0.1827423351396635
rlgdgr,GR,0.15899975336771877
wkhtot,GR,-0.049774551052248574
nwspol,GR,-0.08280424729431016
netusoft,GR,0.17782129403666555
netustm,GR,0.12725499363173934
pplfair,GR,0.23632492220530713
pplhlp,GR,0.1919508776863113
polintr,GR,0.03613043477262197
psppsgva,GR,0.020323390306794836
actrolga,GR,0.08047539060703703
psppipla,GR,0.025088361099323917
cptppola,GR,0.08973923171747164
trstlgl,GR,0.2977390647372736
trstplt,GR,0.18304355815863554
trstprt,GR,0.1546904991014295
trstep,GR,0.0382106090334528
trstun,GR,0.05577260949442506
vote,GR,-0.144386286439876
contplt,GR,-0.10037425795966694
donprty,GR,-0.03349880719293939
sgnptit,GR,-0.04699654325887567
pbldmna,GR,-0.06419634962027643
bctprd,GR,-0.07896701130172319
pstplonl,GR,-0.06322859936050008
volunfp,GR,-0.05315126429344323
lrscale,GR,0.18855443161548774
stfeco,GR,0.21920072843856203
stfgov,GR,0.2516027989881125
stfdem,GR,0.2863216537696749
stfedu,GR,0.16215563856772586
stfhlth,GR,0.1744011921959978
gincdif,GR,5.704573074227295e-05
